"ISO Country Code", "Region Name", "ISO_3166-2 Region Code", "Bytes3 Result"
NG,Zamfara,NG-ZA,5a4100
NI,Atlantico Norte,NI-AN,414e00
NI,Atlantico Sur,NI-AS,415300
NI,Boaco,NI-BO,424f00
NI,Carazo,NI-CA,434100
NI,Chinandega,NI-CI,434900
NI,Chontales,NI-CO,434f00
NI,Esteli,NI-ES,455300
NI,Granada,NI-GR,475200
NI,Jinotega,NI-JI,4a4900
NI,Leon,NI-LE,4c4500
NI,Madriz,NI-MD,4d4400
NI,Managua,NI-MN,4d4e00
NI,Masaya,NI-MS,4d5300
NI,Matagalpa,NI-MT,4d5400
NI,Nueva Segovia,NI-NS,4e5300
NI,Rio San Juan,NI-SJ,534a00
NI,Rivas,NI-RI,524900
NL,Drenthe,NL-DR,445200
NL,Flevoland,NL-FL,464c00
NL,Fryslan,NL-FR,465200
NL,Gelderland,NL-GE,474500
NL,Groningen,NL-GR,475200
NL,Limburg,NL-LI,4c4900
NL,Noord-Brabant,NL-NB,4e4200
NL,Noord-Holland,NL-NH,4e4800
NL,Overijssel,NL-OV,4f5600
NL,Utrecht,NL-UT,555400
NL,Zeeland,NL-ZE,5a4500
NL,Zuid-Holland,NL-ZH,5a4800
NO,Akershus,NO-02,303200
NO,Aust-Agder,NO-09,303900
NO,Buskerud,NO-06,303600
NO,Finnmark,NO-20,323000
NO,Hedmark,NO-04,303400
NO,Hordaland,NO-12,313200
NO,More og Romsdal,NO-15,313500
NO,Nord-Trondelag,NO-17,313700
NO,Nordland,NO-18,313800
NO,Oppland,NO-05,303500
NO,Oslo,NO-03,303300
NO,Ostfold,NO-01,303100
NO,Rogaland,NO-11,313100
NO,Sogn og Fjordane,NO-14,313400
NO,Sor-Trondelag,NO-16,313600
NO,Telemark,NO-08,303800
NO,Troms,NO-19,313900
NO,Vest-Agder,NO-10,313000
NO,Vestfold,NO-07,303700
NP,Bagmati,NP-BA,424100
NP,Bheri,NP-BH,424800
NP,Dhawalagiri,NP-DH,444800
NP,Gandaki,NP-GA,474100
NP,Janakpur,NP-JA,4a4100
NP,Karnali,NP-KA,4b4100
NP,Kosi,NP-KO,4b4f00
NP,Lumbini,NP-LU,4c5500
NP,Mahakali,NP-MA,4d4100
NP,Mechi,NP-ME,4d4500
NP,Narayani,NP-NA,4e4100
NP,Rapti,NP-RA,524100
NP,Sagarmatha,NP-SA,534100
NP,Seti,NP-SE,534500
NR,Yaren,NR-14,313400
NZ,Auckland,NZ-AUK,41554b
NZ,Bay of Plenty,NZ-BOP,424f50
NZ,Canterbury,NZ-CAN,43414e
NZ,Chatham Islands Territory,NZ-CIT,434954
NZ,Gisborne,NZ-GIS,474953
NZ,Hawke's Bay,NZ-HKB,484b42
NZ,Manawatu-Wanganui,NZ-MWT,4d5754
NZ,Marlborough,NZ-MBH,4d4248
NZ,Nelson,NZ-NSN,4e534e
NZ,Northland,NZ-NTL,4e544c
NZ,Otago,NZ-OTA,4f5441
NZ,Southland,NZ-STL,53544c
NZ,Taranaki,NZ-TKI,544b49
NZ,Tasman,NZ-TAS,544153
NZ,Waikato,NZ-WKO,574b4f
NZ,Wellington,NZ-WGN,57474e
NZ,West Coast,NZ-WTC,575443
OM,Ad Dakhiliyah,OM-DA,444100
OM,Al Buraymi,OM-BU,425500
OM,Al Wusta,OM-WU,575500
OM,Az Zahirah,OM-ZA,5a4100
OM,Janub al Batinah,OM-BJ,424a00
OM,Janub ash Sharqiyah,OM-SJ,534a00
OM,Masqat,OM-MA,4d4100
OM,Musandam,OM-MU,4d5500
OM,Shamal al Batinah,OM-BS,425300
OM,Shamal ash Sharqiyah,OM-SS,535300
OM,Zufar,OM-ZU,5a5500
PA,Bocas del Toro,PA-1,310000
PA,Chiriqui,PA-4,340000
PA,Cocle,PA-2,320000
PA,Colon,PA-3,330000
PA,Darien,PA-5,350000
PA,Herrera,PA-6,360000
PA,Los Santos,PA-7,370000
PA,Panama,PA-8,380000
PA,Veraguas,PA-9,390000
PE,Amazonas,PE-AMA,414d41
PE,Ancash,PE-ANC,414e43
PE,Apurimac,PE-APU,415055
PE,Arequipa,PE-ARE,415245
PE,Ayacucho,PE-AYA,415941
PE,Cajamarca,PE-CAJ,43414a
PE,Cusco,PE-CUS,435553
PE,El Callao,PE-CAL,43414c
PE,Huancavelica,PE-HUV,485556
PE,Huanuco,PE-HUC,485543
PE,Ica,PE-ICA,494341
PE,Junin,PE-JUN,4a554e
PE,La Libertad,PE-LAL,4c414c
PE,Lambayeque,PE-LAM,4c414d
PE,Lima,PE-LIM,4c494d
PE,Loreto,PE-LOR,4c4f52
PE,Madre de Dios,PE-MDD,4d4444
PE,Moquegua,PE-MOQ,4d4f51
PE,Pasco,PE-PAS,504153
PE,Piura,PE-PIU,504955
PE,Puno,PE-PUN,50554e
PE,San Martin,PE-SAM,53414d
PE,Tacna,PE-TAC,544143
PE,Tumbes,PE-TUM,54554d
PE,Ucayali,PE-UCA,554341
PG,Bougainville,PG-NSB,4e5342
PG,Chimbu,PG-CPK,43504b
PG,East New Britain,PG-EBR,454252
PG,East Sepik,PG-ESW,455357
PG,Eastern Highlands,PG-EHG,454847
PG,Enga,PG-EPW,455057
PG,Gulf,PG-GPK,47504b
PG,Madang,PG-MPM,4d504d
PG,Manus,PG-MRL,4d524c
PG,Milne Bay,PG-MBA,4d4241
PG,Morobe,PG-MPL,4d504c
PG,National Capital District (Port Moresby),PG-NCD,4e4344
PG,New Ireland,PG-NIK,4e494b
PG,Northern,PG-NPP,4e5050
PG,Southern Highlands,PG-SHM,53484d
PG,West New Britain,PG-WBK,57424b
PG,West Sepik,PG-SAN,53414e
PG,Western,PG-WPD,575044
PG,Western Highlands,PG-WHM,57484d
PH,Abra,PH-ABR,414252
PH,Agusan del Norte,PH-AGN,41474e
PH,Agusan del Sur,PH-AGS,414753
PH,Aklan,PH-AKL,414b4c
PH,Albay,PH-ALB,414c42
PH,Antique,PH-ANT,414e54
PH,Apayao,PH-APA,415041
PH,Aurora,PH-AUR,415552
PH,Basilan,PH-BAS,424153
PH,Bataan,PH-BAN,42414e
PH,Batanes,PH-BTN,42544e
PH,Batangas,PH-BTG,425447
PH,Benguet,PH-BEN,42454e
PH,Bohol,PH-BOH,424f48
PH,Bukidnon,PH-BUK,42554b
PH,Bulacan,PH-BUL,42554c
PH,Cagayan,PH-CAG,434147
PH,Camarines Norte,PH-CAN,43414e
PH,Camarines Sur,PH-CAS,434153
PH,Camiguin,PH-CAM,43414d
PH,Capiz,PH-CAP,434150
PH,Catanduanes,PH-CAT,434154
PH,Cavite,PH-CAV,434156
PH,Cebu,PH-CEB,434542
PH,Cotabato,PH-NCO,4e434f
PH,Davao del Sur,PH-DAS,444153
PH,Davao Oriental,PH-DAO,44414f
PH,Eastern Samar,PH-EAS,454153
PH,Ifugao,PH-IFU,494655
PH,Ilocos Norte,PH-ILN,494c4e
PH,Ilocos Sur,PH-ILS,494c53
PH,Iloilo,PH-ILI,494c49
PH,Isabela,PH-ISA,495341
PH,Kalinga,PH-KAL,4b414c
PH,La Union,PH-LUN,4c554e
PH,Laguna,PH-LAG,4c4147
PH,Lanao del Norte,PH-LAN,4c414e
PH,Lanao del Sur,PH-LAS,4c4153
PH,Leyte,PH-LEY,4c4559
PH,Maguindanao,PH-MAG,4d4147
PH,Marinduque,PH-MAD,4d4144
PH,Masbate,PH-MAS,4d4153
PH,Mindoro Occidental,PH-MDC,4d4443
PH,Mindoro Oriental,PH-MDR,4d4452
PH,Misamis Occidental,PH-MSC,4d5343
PH,Misamis Oriental,PH-MSR,4d5352
PH,Mountain Province,PH-MOU,4d4f55
PH,National Capital Region,PH-00,303000
PH,Negros Occidental,PH-NEC,4e4543
PH,Negros Oriental,PH-NER,4e4552
PH,Northern Samar,PH-NSA,4e5341
PH,Nueva Ecija,PH-NUE,4e5545
PH,Nueva Vizcaya,PH-NUV,4e5556
PH,Palawan,PH-PLW,504c57
PH,Pampanga,PH-PAM,50414d
PH,Pangasinan,PH-PAN,50414e
PH,Quezon,PH-QUE,515545
PH,Quirino,PH-QUI,515549
PH,Rizal,PH-RIZ,52495a
PH,Romblon,PH-ROM,524f4d
PH,Samar,PH-WSA,575341
PH,Siquijor,PH-SIG,534947
PH,Sorsogon,PH-SOR,534f52
PH,South Cotabato,PH-SCO,53434f
PH,Southern Leyte,PH-SLE,534c45
PH,Sultan Kudarat,PH-SUK,53554b
PH,Sulu,PH-SLU,534c55
PH,Surigao del Norte,PH-SUN,53554e
PH,Surigao del Sur,PH-SUR,535552
PH,Tarlac,PH-TAR,544152
PH,Tawi-Tawi,PH-TAW,544157
PH,Zambales,PH-ZMB,5a4d42
PH,Zamboanga del Norte,PH-ZAN,5a414e
PH,Zamboanga del Sur,PH-ZAS,5a4153
PK,Azad Jammu and Kashmir,PK-JK,4a4b00
PK,Balochistan,PK-BA,424100
PK,Federally Administered Tribal Areas,PK-TA,544100
PK,Gilgit-Baltistan,PK-GB,474200
PK,Islamabad,PK-IS,495300
PK,Khyber Pakhtunkhwa,PK-KP,4b5000
PK,Punjab,PK-PB,504200
PK,Sindh,PK-SD,534400
PL,Dolnoslaskie,PL-DS,445300
PL,Kujawsko-pomorskie,PL-KP,4b5000
PL,Lodzkie,PL-LD,4c4400
PL,Lubelskie,PL-LU,4c5500
PL,Lubuskie,PL-LB,4c4200
PL,Malopolskie,PL-MA,4d4100
PL,Mazowieckie,PL-MZ,4d5a00
PL,Opolskie,PL-OP,4f5000
PL,Podkarpackie,PL-PK,504b00
PL,Podlaskie,PL-PD,504400
PL,Pomorskie,PL-PM,504d00
PL,Slaskie,PL-SL,534c00
PL,Swietokrzyskie,PL-SK,534b00
PL,Warminsko-mazurskie,PL-WN,574e00
PL,Wielkopolskie,PL-WP,575000
PL,Zachodniopomorskie,PL-ZP,5a5000
PS,Bethlehem,PS-BTH,425448
PS,Gaza,PS-GZA,475a41
PS,Hebron,PS-HBN,48424e
PS,Jenin,PS-JEN,4a454e
PS,Jericho and Al Aghwar,PS-JRH,4a5248
PS,Jerusalem,PS-JEM,4a454d
PS,Nablus,PS-NBS,4e4253
PS,Qalqilya,PS-QQA,515141
PS,Ramallah,PS-RBH,524248
PS,Salfit,PS-SLT,534c54
PS,Tubas,PS-TBS,544253
PS,Tulkarm,PS-TKM,544b4d
PT,Aveiro,PT-01,303100
PT,Beja,PT-02,303200
PT,Braga,PT-03,303300
PT,Braganca,PT-04,303400
PT,Castelo Branco,PT-05,303500
PT,Coimbra,PT-06,303600
PT,Evora,PT-07,303700
PT,Faro,PT-08,303800
PT,Guarda,PT-09,303900
PT,Leiria,PT-10,313000
PT,Lisboa,PT-11,313100
PT,Portalegre,PT-12,313200
PT,Porto,PT-13,313300
PT,Regiao Autonoma da Madeira,PT-30,333000
PT,Regiao Autonoma dos Acores,PT-20,323000
PT,Santarem,PT-14,313400
PT,Setubal,PT-15,313500
PT,Viana do Castelo,PT-16,313600
PT,Vila Real,PT-17,313700
PT,Viseu,PT-18,313800
PW,Aimeliik,PW-002,303032
PW,Airai,PW-004,303034
PW,Angaur,PW-010,303130
PW,Kayangel,PW-100,313030
PW,Koror,PW-150,313530
PW,Melekeok,PW-212,323132
PW,Ngaraard,PW-214,323134
PW,Ngarchelong,PW-218,323138
PW,Ngardmau,PW-222,323232
PW,Ngatpang,PW-224,323234
PW,Ngiwal,PW-228,323238
PW,Peleliu,PW-350,333530
PY,Alto Paraguay,PY-16,313600
PY,Alto Parana,PY-10,313000
PY,Amambay,PY-13,313300
PY,Asuncion,PY-ASU,415355
PY,Boqueron,PY-19,313900
PY,Caaguazu,PY-5,350000
PY,Caazapa,PY-6,360000
PY,Canindeyu,PY-14,313400
PY,Central,PY-11,313100
PY,Concepcion,PY-1,310000
PY,Cordillera,PY-3,330000
PY,Guaira,PY-4,340000
PY,Itapua,PY-7,370000
PY,Misiones,PY-8,380000
PY,Neembucu,PY-12,313200
PY,Paraguari,PY-9,390000
PY,Presidente Hayes,PY-15,313500
PY,San Pedro,PY-2,320000
QA,Ad Dawhah,QA-DA,444100
QA,Al Khawr wa adh Dhakhirah,QA-KH,4b4800
QA,Al Wakrah,QA-WA,574100
QA,Ar Rayyan,QA-RA,524100
QA,Ash Shamal,QA-MS,4d5300
QA,Az Za'ayin,QA-ZA,5a4100
QA,Umm Salal,QA-US,555300
RO,Alba,RO-AB,414200
RO,Arad,RO-AR,415200
RO,Arges,RO-AG,414700
RO,Bacau,RO-BC,424300
RO,Bihor,RO-BH,424800
RO,Bistrita-Nasaud,RO-BN,424e00
RO,Botosani,RO-BT,425400
RO,Braila,RO-BR,425200
RO,Brasov,RO-BV,425600
RO,Bucuresti,RO-B,420000
RO,Buzau,RO-BZ,425a00
RO,Calarasi,RO-CL,434c00
RO,Caras-Severin,RO-CS,435300
RO,Cluj,RO-CJ,434a00
RO,Constanta,RO-CT,435400
RO,Covasna,RO-CV,435600
RO,Dambovita,RO-DB,444200
RO,Dolj,RO-DJ,444a00
RO,Galati,RO-GL,474c00
RO,Giurgiu,RO-GR,475200
RO,Gorj,RO-GJ,474a00
RO,Harghita,RO-HR,485200
RO,Hunedoara,RO-HD,484400
RO,Ialomita,RO-IL,494c00
RO,Iasi,RO-IS,495300
RO,Ilfov,RO-IF,494600
RO,Maramures,RO-MM,4d4d00
RO,Mehedinti,RO-MH,4d4800
RO,Mures,RO-MS,4d5300
RO,Neamt,RO-NT,4e5400
RO,Olt,RO-OT,4f5400
RO,Prahova,RO-PH,504800
RO,Salaj,RO-SJ,534a00
RO,Satu Mare,RO-SM,534d00
RO,Sibiu,RO-SB,534200
RO,Suceava,RO-SV,535600
RO,Teleorman,RO-TR,545200
RO,Timis,RO-TM,544d00
RO,Tulcea,RO-TL,544c00
RO,Valcea,RO-VL,564c00
RO,Vaslui,RO-VS,565300
RO,Vrancea,RO-VN,564e00
RS,Beograd,RS-00,303000
RS,Borski okrug,RS-14,313400
RS,Branicevski okrug,RS-11,313100
RS,Jablanicki okrug,RS-23,323300
RS,Juznobacki okrug,RS-06,303600
RS,Juznobanatski okrug,RS-04,303400
RS,Kolubarski okrug,RS-09,303900
RS,Kosovsko-Mitrovacki okrug,RS-28,323800
RS,Macvanski okrug,RS-08,303800
RS,Moravicki okrug,RS-17,313700
RS,Nisavski okrug,RS-20,323000
RS,Pcinjski okrug,RS-24,323400
RS,Pecki okrug,RS-26,323600
RS,Pirotski okrug,RS-22,323200
RS,Podunavski okrug,RS-10,313000
RS,Prizrenski okrug,RS-27,323700
RS,Rasinski okrug,RS-19,313900
RS,Raski okrug,RS-18,313800
RS,Severnobacki okrug,RS-01,303100
RS,Severnobanatski okrug,RS-03,303300
RS,Srednjebanatski okrug,RS-02,303200
RS,Sremski okrug,RS-07,303700
RS,Sumadijski okrug,RS-12,313200
RS,Toplicki okrug,RS-21,323100
RS,Zajecarski okrug,RS-15,313500
RS,Zapadnobacki okrug,RS-05,303500
RS,Zlatiborski okrug,RS-16,313600
RU,"Adygeya, Respublika",RU-AD,414400
RU,"Altay, Respublika",RU-AL,414c00
RU,Altayskiy kray,RU-ALT,414c54
RU,Amurskaya oblast',RU-AMU,414d55
RU,Arkhangel'skaya oblast',RU-ARK,41524b
RU,Astrakhanskaya oblast',RU-AST,415354
RU,"Bashkortostan, Respublika",RU-BA,424100
RU,Belgorodskaya oblast',RU-BEL,42454c
RU,Bryanskaya oblast',RU-BRY,425259
RU,"Buryatiya, Respublika",RU-BU,425500
RU,Chechenskaya Respublika,RU-CE,434500
RU,Chelyabinskaya oblast',RU-CHE,434845
RU,Chukotskiy avtonomnyy okrug,RU-CHU,434855
RU,Chuvashskaya Respublika,RU-CU,435500
RU,"Dagestan, Respublika",RU-DA,444100
RU,"Ingushetiya, Respublika",RU-IN,494e00
RU,Irkutskaya oblast',RU-IRK,49524b
RU,Ivanovskaya oblast',RU-IVA,495641
RU,Kabardino-Balkarskaya Respublika,RU-KB,4b4200
RU,Kaliningradskaya oblast',RU-KGD,4b4744
RU,"Kalmykiya, Respublika",RU-KL,4b4c00
RU,Kaluzhskaya oblast',RU-KLU,4b4c55
RU,Kamchatskiy kray,RU-KAM,4b414d
RU,Karachayevo-Cherkesskaya Respublika,RU-KC,4b4300
RU,"Kareliya, Respublika",RU-KR,4b5200
RU,Kemerovskaya oblast',RU-KEM,4b454d
RU,Khabarovskiy kray,RU-KHA,4b4841
RU,"Khakasiya, Respublika",RU-KK,4b4b00
RU,Khanty-Mansiyskiy avtonomnyy okrug,RU-KHM,4b484d
RU,Kirovskaya oblast',RU-KIR,4b4952
RU,"Komi, Respublika",RU-KO,4b4f00
RU,Kostromskaya oblast',RU-KOS,4b4f53
RU,Krasnodarskiy kray,RU-KDA,4b4441
RU,Krasnoyarskiy kray,RU-KYA,4b5941
RU,Kurganskaya oblast',RU-KGN,4b474e
RU,Kurskaya oblast',RU-KRS,4b5253
RU,Leningradskaya oblast',RU-LEN,4c454e
RU,Lipetskaya oblast',RU-LIP,4c4950
RU,Magadanskaya oblast',RU-MAG,4d4147
RU,"Mariy El, Respublika",RU-ME,4d4500
RU,"Mordoviya, Respublika",RU-MO,4d4f00
RU,Moskovskaya oblast',RU-MOS,4d4f53
RU,Moskva,RU-MOW,4d4f57
RU,Murmanskaya oblast',RU-MUR,4d5552
RU,Nenetskiy avtonomnyy okrug,RU-NEN,4e454e
RU,Nizhegorodskaya oblast',RU-NIZ,4e495a
RU,Novgorodskaya oblast',RU-NGR,4e4752
RU,Novosibirskaya oblast',RU-NVS,4e5653
RU,Omskaya oblast',RU-OMS,4f4d53
RU,Orenburgskaya oblast',RU-ORE,4f5245
RU,Orlovskaya oblast',RU-ORL,4f524c
RU,Penzenskaya oblast',RU-PNZ,504e5a
RU,Permskiy kray,RU-PER,504552
RU,Primorskiy kray,RU-PRI,505249
RU,Pskovskaya oblast',RU-PSK,50534b
RU,Rostovskaya oblast',RU-ROS,524f53
RU,Ryazanskaya oblast',RU-RYA,525941
RU,"Saha, Respublika",RU-SA,534100
RU,Sakhalinskaya oblast',RU-SAK,53414b
RU,Samarskaya oblast',RU-SAM,53414d
RU,Sankt-Peterburg,RU-SPE,535045
RU,Saratovskaya oblast',RU-SAR,534152
RU,"Severnaya Osetiya, Respublika",RU-SE,534500
RU,Smolenskaya oblast',RU-SMO,534d4f
RU,Stavropol'skiy kray,RU-STA,535441
RU,Sverdlovskaya oblast',RU-SVE,535645
RU,Tambovskaya oblast',RU-TAM,54414d
RU,"Tatarstan, Respublika",RU-TA,544100
RU,Tomskaya oblast',RU-TOM,544f4d
RU,Tul'skaya oblast',RU-TUL,54554c
RU,Tverskaya oblast',RU-TVE,545645
RU,Tyumenskaya oblast',RU-TYU,545955
RU,"Tyva, Respublika",RU-TY,545900
RU,Udmurtskaya Respublika,RU-UD,554400
RU,Ul'yanovskaya oblast',RU-ULY,554c59
RU,Vladimirskaya oblast',RU-VLA,564c41
RU,Volgogradskaya oblast',RU-VGG,564747
RU,Vologodskaya oblast',RU-VLG,564c47
RU,Voronezhskaya oblast',RU-VOR,564f52
RU,Yamalo-Nenetskiy avtonomnyy okrug,RU-YAN,59414e
RU,Yaroslavskaya oblast',RU-YAR,594152
RU,Yevreyskaya avtonomnaya oblast',RU-YEV,594556
RU,Zabaykal'skiy kray,RU-ZAB,5a4142
RW,Est,RW-02,303200
RW,Nord,RW-03,303300
RW,Ouest,RW-04,303400
RW,Sud,RW-05,303500
RW,Ville de Kigali,RW-01,303100
SA,'Asir,SA-14,313400
SA,Al Bahah,SA-11,313100
SA,Al Hudud ash Shamaliyah,SA-08,303800
SA,Al Jawf,SA-12,313200
SA,Al Madinah al Munawwarah,SA-03,303300
SA,Al Qasim,SA-05,303500
SA,Ar Riyad,SA-01,303100
SA,Ash Sharqiyah,SA-04,303400
SA,Ha'il,SA-06,303600
SA,Jazan,SA-09,303900
SA,Makkah al Mukarramah,SA-02,303200
SA,Najran,SA-10,313000
SA,Tabuk,SA-07,303700
SB,Central,SB-CE,434500
SB,Guadalcanal,SB-GU,475500
SB,Isabel,SB-IS,495300
SB,Makira-Ulawa,SB-MK,4d4b00
SB,Malaita,SB-ML,4d4c00
SB,Western,SB-WE,574500
SC,English River,SC-16,313600
SD,Blue Nile,SD-NB,4e4200
SD,Gedaref,SD-GD,474400
SD,Gezira,SD-GZ,475a00
SD,Kassala,SD-KA,4b4100
SD,Khartoum,SD-KH,4b4800
SD,North Darfur,SD-DN,444e00
SD,North Kordofan,SD-KN,4b4e00
SD,Northern,SD-NO,4e4f00
SD,Red Sea,SD-RS,525300
SD,River Nile,SD-NR,4e5200
SD,Sennar,SD-SI,534900
SD,South Darfur,SD-DS,445300
SD,South Kordofan,SD-KS,4b5300
SD,West Darfur,SD-DW,445700
SD,White Nile,SD-NW,4e5700
SE,Blekinge lan,SE-K,4b0000
SE,Dalarnas lan,SE-W,570000
SE,Gavleborgs lan,SE-X,580000
SE,Gotlands lan,SE-I,490000
SE,Hallands lan,SE-N,4e0000
SE,Jamtlands lan,SE-Z,5a0000
SE,Jonkopings lan,SE-F,460000
SE,Kalmar lan,SE-H,480000
SE,Kronobergs lan,SE-G,470000
SE,Norrbottens lan,SE-BD,424400
SE,Orebro lan,SE-T,540000
SE,Ostergotlands lan,SE-E,450000
SE,Skane lan,SE-M,4d0000
SE,Sodermanlands lan,SE-D,440000
SE,Stockholms lan,SE-AB,414200
SE,Uppsala lan,SE-C,430000
SE,Varmlands lan,SE-S,530000
SE,Vasterbottens lan,SE-AC,414300
SE,Vasternorrlands lan,SE-Y,590000
SE,Vastmanlands lan,SE-U,550000
SE,Vastra Gotalands lan,SE-O,4f0000
SH,Ascension,SH-AC,414300
SH,Saint Helena,SH-HL,484c00
SH,Tristan da Cunha,SH-TA,544100
SI,Ajdovscina,SI-001,303031
SI,Bled,SI-003,303033
SI,Bohinj,SI-004,303034
SI,Borovnica,SI-005,303035
SI,Bovec,SI-006,303036
SI,Brezice,SI-009,303039
SI,Brezovica,SI-008,303038
SI,Celje,SI-011,303131
SI,Cerknica,SI-013,303133
SI,Cerkno,SI-014,303134
SI,Crensovci,SI-015,303135
SI,Crnomelj,SI-017,303137
SI,Destrnik,SI-018,303138
SI,Divaca,SI-019,303139
SI,Domzale,SI-023,303233
SI,Dravograd,SI-025,303235
SI,Gornja Radgona,SI-029,303239
SI,Grosuplje,SI-032,303332
SI,Hoce-Slivnica,SI-160,313630
SI,Horjul,SI-162,313632
SI,Hrastnik,SI-034,303334
SI,Idrija,SI-036,303336
SI,Ig,SI-037,303337
SI,Ilirska Bistrica,SI-038,303338
SI,Ivancna Gorica,SI-039,303339
SI,Izola,SI-040,303430
SI,Jesenice,SI-041,303431
SI,Kamnik,SI-043,303433
SI,Kanal,SI-044,303434
SI,Kidricevo,SI-045,303435
SI,Kobarid,SI-046,303436
SI,Kocevje,SI-048,303438
SI,Koper,SI-050,303530
SI,Kranj,SI-052,303532
SI,Kranjska Gora,SI-053,303533
SI,Krsko,SI-054,303534
SI,Lasko,SI-057,303537
SI,Lenart,SI-058,303538
SI,Lendava,SI-059,303539
SI,Litija,SI-060,303630
SI,Ljubljana,SI-061,303631
SI,Ljutomer,SI-063,303633
SI,Log-Dragomer,SI-208,323038
SI,Logatec,SI-064,303634
SI,Lovrenc na Pohorju,SI-167,313637
SI,Maribor,SI-070,303730
SI,Medvode,SI-071,303731
SI,Menges,SI-072,303732
SI,Metlika,SI-073,303733
SI,Mezica,SI-074,303734
SI,Miklavz na Dravskem Polju,SI-169,313639
SI,Miren-Kostanjevica,SI-075,303735
SI,Mislinja,SI-076,303736
SI,Mozirje,SI-079,303739
SI,Murska Sobota,SI-080,303830
SI,Muta,SI-081,303831
SI,Nova Gorica,SI-084,303834
SI,Novo Mesto,SI-085,303835
SI,Odranci,SI-086,303836
SI,Oplotnica,SI-171,313731
SI,Ormoz,SI-087,303837
SI,Piran,SI-090,303930
SI,Pivka,SI-091,303931
SI,Poljcane,SI-200,323030
SI,Polzela,SI-173,313733
SI,Postojna,SI-094,303934
SI,Prebold,SI-174,313734
SI,Prevalje,SI-175,313735
SI,Ptuj,SI-096,303936
SI,Race-Fram,SI-098,303938
SI,Radece,SI-099,303939
SI,Radenci,SI-100,313030
SI,Radlje ob Dravi,SI-101,313031
SI,Radovljica,SI-102,313032
SI,Ravne na Koroskem,SI-103,313033
SI,Ribnica,SI-104,313034
SI,Rogaska Slatina,SI-106,313036
SI,Ruse,SI-108,313038
SI,Sempeter-Vrtojba,SI-183,313833
SI,Sencur,SI-117,313137
SI,Sentilj,SI-118,313138
SI,Sentjur,SI-120,313230
SI,Sevnica,SI-110,313130
SI,Sezana,SI-111,313131
SI,Skofja Loka,SI-122,313232
SI,Skofljica,SI-123,313233
SI,Slovenj Gradec,SI-112,313132
SI,Slovenska Bistrica,SI-113,313133
SI,Slovenske Konjice,SI-114,313134
SI,Sostanj,SI-126,313236
SI,Store,SI-127,313237
SI,Straza,SI-203,323033
SI,Tolmin,SI-128,313238
SI,Trbovlje,SI-129,313239
SI,Trebnje,SI-130,313330
SI,Trzic,SI-131,313331
SI,Trzin,SI-186,313836
SI,Turnisce,SI-132,313332
SI,Velenje,SI-133,313333
SI,Vipava,SI-136,313336
SI,Vodice,SI-138,313338
SI,Vojnik,SI-139,313339
SI,Vrhnika,SI-140,313430
SI,Vuzenica,SI-141,313431
SI,Zagorje ob Savi,SI-142,313432
SI,Zalec,SI-190,313930
SI,Zelezniki,SI-146,313436
SI,Ziri,SI-147,313437
SI,Zrece,SI-144,313434
SI,Zuzemberk,SI-193,313933
SK,Banskobystricky kraj,SK-BC,424300
SK,Bratislavsky kraj,SK-BL,424c00
SK,Kosicky kraj,SK-KI,4b4900
SK,Nitriansky kraj,SK-NI,4e4900
SK,Presovsky kraj,SK-PV,505600
SK,Trenciansky kraj,SK-TC,544300
SK,Trnavsky kraj,SK-TA,544100
SK,Zilinsky kraj,SK-ZI,5a4900
SL,Eastern,SL-E,450000
SL,Northern,SL-N,4e0000
SL,Southern,SL-S,530000
SL,Western Area,SL-W,570000
SM,Acquaviva,SM-01,303100
SM,Chiesanuova,SM-02,303200
SM,San Marino,SM-07,303700
SM,Serravalle,SM-09,303900
SN,Dakar,SN-DK,444b00
SN,Diourbel,SN-DB,444200
SN,Fatick,SN-FK,464b00
SN,Kaffrine,SN-KA,4b4100
SN,Kaolack,SN-KL,4b4c00
SN,Kedougou,SN-KE,4b4500
SN,Kolda,SN-KD,4b4400
SN,Louga,SN-LG,4c4700
SN,Matam,SN-MT,4d5400
SN,Saint-Louis,SN-SL,534c00
SN,Sedhiou,SN-SE,534500
SN,Tambacounda,SN-TC,544300
SN,Thies,SN-TH,544800
SN,Ziguinchor,SN-ZG,5a4700
SO,Awdal,SO-AW,415700
SO,Bakool,SO-BK,424b00
SO,Banaadir,SO-BN,424e00
SO,Bari,SO-BR,425200
SO,Bay,SO-BY,425900
SO,Galguduud,SO-GA,474100
SO,Gedo,SO-GE,474500
SO,Hiiraan,SO-HI,484900
SO,Jubbada Dhexe,SO-JD,4a4400
SO,Jubbada Hoose,SO-JH,4a4800
SO,Mudug,SO-MU,4d5500
SO,Nugaal,SO-NU,4e5500
SO,Sanaag,SO-SA,534100
SO,Shabeellaha Dhexe,SO-SD,534400
SO,Shabeellaha Hoose,SO-SH,534800
SO,Sool,SO-SO,534f00
SO,Togdheer,SO-TO,544f00
SO,Woqooyi Galbeed,SO-WO,574f00
SR,Brokopondo,SR-BR,425200
SR,Commewijne,SR-CM,434d00
SR,Coronie,SR-CR,435200
SR,Marowijne,SR-MA,4d4100
SR,Nickerie,SR-NI,4e4900
SR,Para,SR-PR,505200
SR,Paramaribo,SR-PM,504d00
SR,Saramacca,SR-SA,534100
SR,Wanica,SR-WA,574100
